eyres,BLI,Notes
Quelea_cardinalis,Quelea_cardinalis,
Quelea_erythrops,Quelea_erythrops,
Quelea_quelea,Quelea_quelea,
Quiscalus_major,Quiscalus_major,
Quiscalus_mexicanus,Quiscalus_mexicanus,
Quiscalus_quiscula,Quiscalus_quiscula,
Rallina_eurizonoides,Rallina_eurizonoides,
Rallina_fasciata,Rallina_fasciata,
Rallus_antarcticus,Rallus_antarcticus,
Rallus_aquaticus,Rallus_aquaticus,
Rallus_elegans,Rallus_elegans,
Rallus_indicus,Rallus_indicus,
Rallus_limicola,Rallus_limicola,
Rallus_longirostris,Rallus_longirostris,
Ptilinopus_jambu,Ramphiculus_jambu,
Ramsayornis_modestus,Ramsayornis_modestus,
Recurvirostra_americana,Recurvirostra_americana,
Recurvirostra_avosetta,Recurvirostra_avosetta,
Recurvirostra_novaehollandiae,Recurvirostra_novaehollandiae,
Regulus_calendula,Regulus_calendula,
Regulus_ignicapilla,Regulus_ignicapilla,
Regulus_regulus,Regulus_regulus,
Regulus_satrapa,Regulus_satrapa,
Remiz_consobrinus,Remiz_consobrinus,
Remiz_coronatus,Remiz_coronatus,
Remiz_pendulinus,Remiz_pendulinus,
Rhinomyias_brunneatus,Cyornis_brunneatus,"Genus change, HBW and BLI use Cyornis"
Rhinoptilus_chalcopterus,Rhinoptilus_chalcopterus,
Rhipidura_albicollis,Rhipidura_albicollis,
Rhipidura_albiscapa,Rhipidura_albiscapa,
Rhipidura_rufifrons,Rhipidura_rufifrons,
Rhodopechys_sanguineus,Rhodopechys_sanguineus,
Rhodospiza_obsoleta,Rhodospiza_obsoleta,
Rhodostethia_rosea,Rhodostethia_rosea,
Phrygilus_fruticeti,Rhopospina_fruticeti,
Rhynchophanes_mccownii,Rhynchophanes_mccownii,
Rhynchopsitta_pachyrhyncha,Rhynchopsitta_pachyrhyncha,
Rhynchopsitta_terrisi,Rhynchopsitta_terrisi,
Riparia_chinensis,Riparia_chinensis,
Riparia_diluta,Riparia_diluta,
Riparia_paludicola,Riparia_paludicola,
Riparia_riparia,Riparia_riparia,
Rissa_brevirostris,Rissa_brevirostris,
Rissa_tridactyla,Rissa_tridactyla,
Rollandia_rolland,Rollandia_rolland,
Rostratula_australis,Rostratula_australis,
Rostratula_benghalensis,Rostratula_benghalensis,
Rostrhamus_sociabilis,Rostrhamus_sociabilis,
Rynchops_albicollis,Rynchops_albicollis,
Rynchops_flavirostris,Rynchops_flavirostris,
Rynchops_niger,Rynchops_niger,
Sagittarius_serpentarius,Sagittarius_serpentarius,
Salpinctes_obsoletus,Salpinctes_obsoletus,
Sarkidiornis_melanotos,Sarkidiornis_melanotos,
Saroglossa_spiloptera,Saroglossa_spilopterus,Eyres had a spelling mistake
Sarothrura_ayresi,Sarothrura_ayresi,
Sarothrura_boehmi,Sarothrura_boehmi,
Sarothrura_elegans,Sarothrura_elegans,
Satrapa_icterophrys,Satrapa_icterophrys,
Chroicocephalus_saundersi,Saundersilarus_saundersi,
Saxicola_caprata,Saxicola_caprata,
Saxicola_ferreus,Saxicola_ferreus,
Saxicola_insignis,Saxicola_insignis,
Saxicola_macrorhynchus,Saxicola_macrorhynchus,
Saxicola_maurus,NA,HBW and BLI treat S.maurus as S.t.maurus in S. torquata
Saxicola_rubetra,Saxicola_rubetra,
Saxicola_rubicola,NA,HBW and BLI treat S. rubicola as S.t.rubicola in S. torquata
Saxicola_stejnegeri,NA,HBW and BLI treat S. stejnegri as S.t.stejnegri in S. torquata
Saxicola_torquatus,Saxicola_torquatus,
Sayornis_nigricans,Sayornis_nigricans,
Sayornis_phoebe,Sayornis_phoebe,
Sayornis_saya,Sayornis_saya,
Scolopax_minor,Scolopax_minor,
Scolopax_rusticola,Scolopax_rusticola,
Scythrops_novaehollandiae,Scythrops_novaehollandiae,
Seiurus_aurocapilla,Seiurus_aurocapilla,
Stellula_calliope,Selasphorus_calliope,
Selasphorus_platycercus,Selasphorus_platycercus,
Selasphorus_rufus,Selasphorus_rufus,
Selasphorus_sasin,Selasphorus_sasin,
Sephanoides_sephanoides,Sephanoides_sephaniodes,
Serinus_canicollis,Serinus_canicollis,
Serinus_flavivertex,Serinus_flavivertex,
Serinus_pusillus,Serinus_pusillus,
Serinus_serinus,Serinus_serinus,
Serinus_syriacus,Serinus_syriacus,
Serpophaga_griseicapilla,Serpophaga_griseicapilla,
Serpophaga_munda,NA,now lumped into S. subcristata
Serpophaga_subcristata,Serpophaga_subcristata,
Setophaga_americana,Setophaga_americana,
Setophaga_auduboni,Setophaga_auduboni,
Setophaga_caerulescens,Setophaga_caerulescens,
Setophaga_castanea,Setophaga_castanea,
Setophaga_cerulea,Setophaga_cerulea,
Setophaga_chrysoparia,Setophaga_chrysoparia,
Setophaga_citrina,Setophaga_citrina,
Setophaga_coronata,Setophaga_coronata,
Setophaga_discolor,Setophaga_discolor,
Setophaga_dominica,Setophaga_dominica,
Setophaga_fusca,Setophaga_fusca,
Setophaga_graciae,Setophaga_graciae,
Setophaga_kirtlandii,Setophaga_kirtlandii,
Setophaga_magnolia,Setophaga_magnolia,
Setophaga_nigrescens,Setophaga_nigrescens,
Setophaga_occidentalis,Setophaga_occidentalis,
Setophaga_palmarum,Setophaga_palmarum,
Setophaga_pensylvanica,Setophaga_pensylvanica,
Setophaga_aestiva,Setophaga_petechia,both HBW and BLI have not split yellow warbler yet
Setophaga_pinus,Setophaga_pinus,
Setophaga_ruticilla,Setophaga_ruticilla,
Setophaga_striata,Setophaga_striata,
Setophaga_tigrina,Setophaga_tigrina,
Setophaga_townsendi,Setophaga_townsendi,
Setophaga_virens,Setophaga_virens,
Sialia_currucoides,Sialia_currucoides,
Sialia_mexicana,Sialia_mexicana,
Sialia_sialis,Sialia_sialis,
Anas_formosa,Sibirionetta_formosa,
Sicalis_auriventris,Sicalis_auriventris,
Sicalis_luteola,Sicalis_luteola,
Sicalis_olivascens,Sicalis_olivascens,
Sitta_canadensis,Sitta_canadensis,
Sitta_villosa,Sitta_villosa,
Somateria_fischeri,Somateria_fischeri,
Somateria_mollissima,Somateria_mollissima,
Somateria_spectabilis,Somateria_spectabilis,
Anas_clypeata,Spatula_clypeata,
Anas_cyanoptera,Spatula_cyanoptera,
Anas_discors,Spatula_discors,
Anas_platalea,Spatula_platalea,
Anas_querquedula,Spatula_querquedula,
Anas_versicolor,Spatula_versicolor,
Speculanas_specularis,Speculanas_specularis,
Speculipastor_bicolor,Speculipastor_bicolor,
Spheniscus_demersus,Spheniscus_demersus,
Spheniscus_humboldti,Spheniscus_humboldti,
Spheniscus_magellanicus,Spheniscus_magellanicus,
Sphyrapicus_nuchalis,Sphyrapicus_nuchalis,
Sphyrapicus_ruber,Sphyrapicus_ruber,
Sphyrapicus_thyroideus,Sphyrapicus_thyroideus,
Sphyrapicus_varius,Sphyrapicus_varius,
Spilopelia_chinensis,Spilopelia_chinensis,
Spilopelia_senegalensis,Spilopelia_senegalensis,
Spilornis_cheela,Spilornis_cheela,
Carduelis_crassirostris,Spinus_crassirostris,
Carduelis_cucullata,Spinus_cucullatus,
Carduelis_lawrencei,Spinus_lawrencei,
Carduelis_pinus,Spinus_pinus,
Carduelis_psaltria,Spinus_psaltria,
Carduelis_spinescens,Spinus_spinescens,
Carduelis_spinus,Spinus_spinus,
Serinus_thibetanus,Spinus_thibetanus,
Carduelis_tristis,Spinus_tristis,
Carduelis_uropygialis,Spinus_uropygialis,
Spiza_americana,Spiza_americana,
Spizella_atrogularis,Spizella_atrogularis,
Spizella_breweri,Spizella_breweri,
Spizella_pallida,Spizella_pallida,
Spizella_passerina,Spizella_passerina,
Spizella_pusilla,Spizella_pusilla,
Spizocorys_starki,Spizocorys_starki,
Spodiopsar_cineraceus,Spodiopsar_cineraceus,
Spodiopsar_sericeus,Spodiopsar_sericeus,
Sporophila_bouvronides,Sporophila_bouvronides,
Sporophila_caerulescens,Sporophila_caerulescens,
Sporophila_cinnamomea,Sporophila_cinnamomea,
Sporophila_falcirostris,Sporophila_falcirostris,
Sporophila_frontalis,Sporophila_frontalis,
Sporophila_hypochroma,Sporophila_hypochroma,
Sporophila_hypoxantha,Sporophila_hypoxantha,
Sporophila_lineola,Sporophila_lineola,
Sporophila_luctuosa,Sporophila_luctuosa,
Sporophila_melanogaster,Sporophila_melanogaster,
Sporophila_nigricollis,Sporophila_nigricollis,
Sporophila_nigrorufa,Sporophila_nigrorufa,
Sporophila_palustris,Sporophila_palustris,
Sporophila_pileata,Sporophila_pileata,
Sporophila_ruficollis,Sporophila_ruficollis,
Sporophila_schistacea,Sporophila_schistacea,
Phalaropus_tricolor,Steganopus_tricolor,
Stelgidopteryx_ruficollis,Stelgidopteryx_ruficollis,
Stelgidopteryx_serripennis,Stelgidopteryx_serripennis,
Stenostira_scita,Stenostira_scita,
Stercorarius_longicaudus,Stercorarius_longicaudus,
Stercorarius_parasiticus,Stercorarius_parasiticus,
Stercorarius_pomarinus,Stercorarius_pomarinus,
Sterna_dougallii,Sterna_dougallii,
Sterna_forsteri,Sterna_forsteri,
Sterna_hirundinacea,Sterna_hirundinacea,
Sterna_hirundo,Sterna_hirundo,
Sterna_paradisaea,Sterna_paradisaea,
Sterna_repressa,Sterna_repressa,
Sterna_striata,Sterna_striata,
Sterna_sumatrana,Sterna_sumatrana,
Sterna_trudeaui,Sterna_trudeaui,
Sterna_vittata,Sterna_vittata,
Sternula_albifrons,Sternula_albifrons,
Sternula_antillarum,Sternula_antillarum,
Sternula_balaenarum,Sternula_balaenarum,
Sternula_lorata,Sternula_lorata,
Sternula_nereis,Sternula_nereis,
Sternula_saundersi,Sternula_saundersi,
Stictonetta_naevosa,Stictonetta_naevosa,
Stigmatura_budytoides,Stigmatura_budytoides,
Stiltia_isabella,Stiltia_isabella,
Streptopelia_orientalis,Streptopelia_orientalis,
Streptopelia_risoria,Streptopelia_roseogrisea,
Streptopelia_tranquebarica,Streptopelia_tranquebarica,
Streptopelia_turtur,Streptopelia_turtur,
Streptoprocne_biscutata,Streptoprocne_biscutata,
Streptoprocne_rutila,Streptoprocne_rutila,
Streptoprocne_zonaris,Streptoprocne_zonaris,
Strix_nebulosa,Strix_nebulosa,
Sturnella_magna,Sturnella_magna,
Sturnella_neglecta,Sturnella_neglecta,
Sturnia_malabarica,Sturnia_malabarica,
Sturnia_pagodarum,Sturnia_pagodarum,
Sturnia_sinensis,Sturnia_sinensis,
Sturnus_vulgaris,Sturnus_vulgaris,
Sublegatus_modestus,Sublegatus_modestus,
Sugomel_nigrum,Sugomel_nigrum,
Sula_nebouxii,Sula_nebouxii,
Sula_sula,Sula_sula,
Surnia_ulula,Surnia_ulula,
Surniculus_dicruroides,Surniculus_dicruroides,
Surniculus_lugubris,Surniculus_lugubris,
Sylvia_atricapilla,Sylvia_atricapilla,
Sylvia_borin,Sylvia_borin,
Sylvia_cantillans,Sylvia_cantillans,
Sylvia_communis,Sylvia_communis,
Sylvia_conspicillata,Sylvia_conspicillata,
Sylvia_crassirostris,Sylvia_crassirostris,
Sylvia_althaea,NA,not split in BLI
Sylvia_curruca,Sylvia_curruca,
Sylvia_minula,NA,not split in BLI
Sylvia_deserti,Sylvia_deserti,
Sylvia_deserticola,Sylvia_deserticola,
Sylvia_hortensis,Sylvia_hortensis,
Sylvia_melanocephala,Sylvia_melanocephala,
Sylvia_melanothorax,Sylvia_melanothorax,
Sylvia_mystacea,Sylvia_mystacea,
Sylvia_nana,Sylvia_nana,
Sylvia_nisoria,Sylvia_nisoria,
Sylvia_ruppeli,Sylvia_ruppeli,
Sylvia_sarda,Sylvia_sarda,
Sylvia_moltonii,Sylvia_subalpina,
Sylvia_undata,Sylvia_undata,
Sylvietta_brachyura,Sylvietta_brachyura,
Symposiachrus_trivirgatus,Symposiachrus_trivirgatus,
Synthliboramphus_antiquus,Synthliboramphus_antiquus,
Synthliboramphus_craveri,Synthliboramphus_craveri,
Synthliboramphus_hypoleucus,Synthliboramphus_hypoleucus,
Synthliboramphus_scrippsi,Synthliboramphus_scrippsi,
Synthliboramphus_wumizusume,Synthliboramphus_wumizusume,
Sypheotides_indicus,Sypheotides_indicus,
Syrrhaptes_paradoxus,Syrrhaptes_paradoxus,
Tachuris_rubrigastra,Tachuris_rubrigastra,
Tachybaptus_novaehollandiae,Tachybaptus_novaehollandiae,
Tachybaptus_pelzelnii,Tachybaptus_pelzelnii,
Tachybaptus_ruficollis,Tachybaptus_ruficollis,
Tachycineta_albiventer,Tachycineta_albiventer,
Tachycineta_bicolor,Tachycineta_bicolor,
Tachycineta_cyaneoviridis,Tachycineta_cyaneoviridis,
Tachycineta_leucorrhoa,Tachycineta_leucorrhoa,
Tachycineta_leucopyga,Tachycineta_meyeni,
Tachycineta_thalassina,Tachycineta_thalassina,
Tachymarptis_melba,Tachymarptis_melba,
Tadorna_cana,Tadorna_cana,
Tadorna_ferruginea,Tadorna_ferruginea,
Tadorna_tadorna,Tadorna_tadorna,
Thraupis_ornata,Tangara_ornata,
Tangara_peruviana,Tangara_peruviana,
Tangara_preciosa,Tangara_preciosa,
Thraupis_sayaca,Tangara_sayaca,
Tanysiptera_sylvia,Tanysiptera_sylvia,
Tarsiger_chrysaeus,Tarsiger_chrysaeus,
Tarsiger_cyanurus,Tarsiger_cyanurus,
Tarsiger_hyperythrus,Tarsiger_hyperythrus,
Tarsiger_rufilatus,Tarsiger_rufilatus,
Terpsiphone_atrocaudata,Terpsiphone_atrocaudata,
Terpsiphone_paradisi,Terpsiphone_paradisi,
Terpsiphone_viridis,Terpsiphone_viridis,
Tersina_viridis,Tersina_viridis,
Tesia_cyaniventer,Tesia_cyaniventer,
Tetrax_tetrax,Tetrax_tetrax,
Thalassarche_bulleri,Thalassarche_bulleri,
Thalassarche_carteri,Thalassarche_carteri,
Thalassarche_cauta,Thalassarche_cauta,
Thalassarche_chlororhynchos,Thalassarche_chlororhynchos,
Thalassarche_chrysostoma,Thalassarche_chrysostoma,
Thalassarche_eremita,Thalassarche_eremita,
Thalassarche_impavida,Thalassarche_impavida,
Thalassarche_melanophris,Thalassarche_melanophris,
Thalassarche_salvini,Thalassarche_salvini,
Thalasseus_bengalensis,Thalasseus_bengalensis,
Thalasseus_bergii,Thalasseus_bergii,
Thalasseus_bernsteini,Thalasseus_bernsteini,
Thalasseus_elegans,Thalasseus_elegans,
Thalasseus_maximus,Thalasseus_maximus,
Thalasseus_sandvicensis,Thalasseus_sandvicensis,
Thalassoica_antarctica,Thalassoica_antarctica,
Thalurania_glaucopis,Thalurania_glaucopis,
Theristicus_melanopis,Theristicus_melanopis,
Thinocorus_orbignyianus,Thinocorus_orbignyianus,
Thinocorus_rumicivorus,Thinocorus_rumicivorus,
Thraupis_bonariensis,Pipraeidea_bonariensis,"Genus change, HBW and BLI use Pipraeidea"
Threskiornis_aethiopicus,Threskiornis_aethiopicus,
Threskiornis_melanocephalus,Threskiornis_melanocephalus,
Threskiornis_moluccus,Threskiornis_moluccus,
Threskiornis_spinicollis,Threskiornis_spinicollis,
Thryomanes_bewickii,Thryomanes_bewickii,
Tichodroma_muraria,Tichodroma_muraria,
Tmetothylacus_tenellus,Tmetothylacus_tenellus,
Todiramphus_macleayii,Todiramphus_macleayii,
Todiramphus_pyrrhopygius,Todiramphus_pyrrhopygius,
Todiramphus_sanctus,Todiramphus_sanctus,
Touit_costaricensis,Touit_costaricensis,
Touit_huetii,Touit_huetii,
Toxostoma_bendirei,Toxostoma_bendirei,
Toxostoma_rufum,Toxostoma_rufum,
Treron_sieboldii,Treron_sieboldii,
Tribonyx_ventralis,Tribonyx_ventralis,
Trichoglossus_chlorolepidotus,Trichoglossus_chlorolepidotus,
Trichoglossus_moluccanus,Trichoglossus_moluccanus,
Tringa_brevipes,Tringa_brevipes,
Tringa_erythropus,Tringa_erythropus,
Tringa_flavipes,Tringa_flavipes,
Tringa_glareola,Tringa_glareola,
Tringa_guttifer,Tringa_guttifer,
Tringa_incana,Tringa_incana,
Tringa_melanoleuca,Tringa_melanoleuca,
Tringa_nebularia,Tringa_nebularia,
Tringa_ochropus,Tringa_ochropus,
Tringa_semipalmata,Tringa_semipalmata,
Tringa_solitaria,Tringa_solitaria,
Tringa_stagnatilis,Tringa_stagnatilis,
Tringa_totanus,Tringa_totanus,
Troglodytes_aedon,Troglodytes_aedon,
Troglodytes_hiemalis,Troglodytes_hiemalis,
Troglodytes_pacificus,Troglodytes_pacificus,
Troglodytes_troglodytes,Troglodytes_troglodytes,
Trogon_elegans,Trogon_elegans,
Trogon_surrucura,Trogon_surrucura,
Turdus_albocinctus,Turdus_albocinctus,
Turdus_amaurochalinus,Turdus_amaurochalinus,
Turdus_atrogularis,Turdus_atrogularis,
Turdus_boulboul,Turdus_boulboul,
Turdus_cardis,Turdus_cardis,
Turdus_chrysolaus,Turdus_chrysolaus,
Turdus_dissimilis,Turdus_dissimilis,
Turdus_eunomus,Turdus_eunomus,
Turdus_feae,Turdus_feae,
Turdus_flavipes,Turdus_flavipes,
Turdus_hortulorum,Turdus_hortulorum,
Turdus_iliacus,Turdus_iliacus,
Turdus_kessleri,Turdus_kessleri,
Turdus_merula,Turdus_merula,
Turdus_migratorius,Turdus_migratorius,
Turdus_naumanni,Turdus_naumanni,
Turdus_nigriceps,Turdus_nigriceps,
Turdus_obscurus,Turdus_obscurus,
Turdus_pallidus,Turdus_pallidus,
Turdus_philomelos,Turdus_philomelos,
Turdus_pilaris,Turdus_pilaris,
Turdus_rubrocanus,Turdus_rubrocanus,
Turdus_ruficollis,Turdus_ruficollis,
Turdus_simillimus,Turdus_simillimus,
Turdus_subalaris,Turdus_subalaris,
Turdus_torquatus,Turdus_torquatus,
Turdus_unicolor,Turdus_unicolor,
Turdus_viscivorus,Turdus_viscivorus,
Turnix_maculosus,Turnix_maculosus,
Turnix_nanus,Turnix_nanus,
Turnix_sylvaticus,Turnix_sylvaticus,
Turnix_tanki,Turnix_tanki,
Turnix_velox,Turnix_velox,
Turtur_abyssinicus,Turtur_abyssinicus,
Turtur_afer,Turtur_afer,
Tyrannus_albogularis,Tyrannus_albogularis,
Tyrannus_couchii,Tyrannus_couchii,
Tyrannus_crassirostris,Tyrannus_crassirostris,
Tyrannus_dominicensis,Tyrannus_dominicensis,
Tyrannus_forficatus,Tyrannus_forficatus,
Tyrannus_melancholicus,Tyrannus_melancholicus,
Tyrannus_niveigularis,Tyrannus_niveigularis,
Tyrannus_savana,Tyrannus_savana,
Tyrannus_tyrannus,Tyrannus_tyrannus,
Tyrannus_verticalis,Tyrannus_verticalis,
Tyrannus_vociferans,Tyrannus_vociferans,
Upucerthia_dumetaria,Upucerthia_dumetaria,
Upucerthia_saturatior,Upucerthia_saturatior,
Upupa_epops,Upupa_epops,
Uria_aalge,Uria_aalge,
Uria_lomvia,Uria_lomvia,
Phalacrocorax_pelagicus,Urile_pelagicus,
Phalacrocorax_penicillatus,Urile_penicillatus,
Urodynamis_taitensis,Urodynamis_taitensis,
Urosphena_squameiceps,Urosphena_squameiceps,
Vanellus_albiceps,Vanellus_albiceps,
Vanellus_chilensis,Vanellus_chilensis,
Vanellus_cinereus,Vanellus_cinereus,
Vanellus_coronatus,Vanellus_coronatus,
Vanellus_gregarius,Vanellus_gregarius,
Vanellus_indicus,Vanellus_indicus,
Vanellus_leucurus,Vanellus_leucurus,
Vanellus_lugubris,Vanellus_lugubris,
Vanellus_malabaricus,Vanellus_malabaricus,
Vanellus_melanopterus,Vanellus_melanopterus,
Vanellus_miles,Vanellus_miles,
Vanellus_senegallus,Vanellus_senegallus,
Vanellus_spinosus,Vanellus_spinosus,
Vanellus_superciliosus,Vanellus_superciliosus,
Vanellus_vanellus,Vanellus_vanellus,
Vermivora_chrysoptera,Vermivora_chrysoptera,
Vermivora_cyanoptera,Vermivora_cyanoptera,
Vini_australis,Vini_australis,
Vireo_altiloquus,Vireo_altiloquus,
Vireo_atricapilla,Vireo_atricapilla,
Vireo_bellii,Vireo_bellii,
Vireo_cassinii,Vireo_cassinii,
Vireo_flavifrons,Vireo_flavifrons,
Vireo_flavoviridis,Vireo_flavoviridis,
Vireo_gilvus,Vireo_gilvus,
Vireo_griseus,Vireo_griseus,
Vireo_olivaceus,Vireo_olivaceus,
Vireo_philadelphicus,Vireo_philadelphicus,
Vireo_plumbeus,Vireo_plumbeus,
Vireo_solitarius,Vireo_solitarius,
Vireo_vicinior,Vireo_vicinior,
Xanthocephalus_xanthocephalus,Xanthocephalus_xanthocephalus,
Xema_sabini,Xema_sabini,
Xenus_cinereus,Xenus_cinereus,
Xolmis_coronatus,Xolmis_coronatus,
Xolmis_pyrope,Xolmis_pyrope,
Xolmis_rubetra,Xolmis_rubetra,
Calyptorhynchus_baudinii,Zanda_baudinii,
Calyptorhynchus_latirostris,Zanda_latirostris,
Amaurornis_akool,Zapornia_akool,
Porzana_fusca,Zapornia_fusca,
Porzana_parva,Zapornia_parva,
Porzana_paykullii,Zapornia_paykullii,
Porzana_pusilla,Zapornia_pusilla,
Zenaida_asiatica,Zenaida_asiatica,
Zenaida_auriculata,Zenaida_auriculata,
Zenaida_macroura,Zenaida_macroura,
Zonotrichia_albicollis,Zonotrichia_albicollis,
Zonotrichia_atricapilla,Zonotrichia_atricapilla,
Zonotrichia_capensis,Zonotrichia_capensis,
Zonotrichia_leucophrys,Zonotrichia_leucophrys,
Zonotrichia_querula,Zonotrichia_querula,
Zoothera_aurea,Zoothera_aurea,
Zoothera_dauma,Zoothera_dauma,
Zoothera_dixoni,Zoothera_dixoni,
Zoothera_mollissima,Zoothera_mollissima,
Zosterops_erythropleurus,Zosterops_erythropleurus,
Zosterops_japonicus,Zosterops_japonicus,
Zosterops_lateralis,Zosterops_lateralis,
